Block number,Time,Gas used,Gas limit,Base fee per gas
12980663,1628375244,2333771,30029267,37305588854
12980664,1628375245,29997742,30000000,33367205678
12980665,1628375254,13962676,30000000,37537478528
12980666,1628375264,29961464,30000000,37212990800
12980667,1628375281,7312731,30000000,41852664318
12980668,1628375288,23738930,30029295,39171558577
12980669,1628375307,1435077,30000000,42016645132
12980670,1628375313,26799125,30000000,37267040500
12980671,1628375324,3679556,30029295,40931361076
12980672,1628375327,7209523,30000000,37068793557
12980673,1628375334,30021886,30029295,34662263694
12980674,1628375347,3234003,30000000,38992908926
12980675,1628375354,3923186,29970705,35169655181
12980676,1628375358,29988393,29999972,31924381365
12980677,1628375367,9440339,29970677,35911848595
12980678,1628375380,24318393,29999944,34250798603
12980679,1628375387,14869207,30000000,36910498242
12980680,1628375430,29985991,30000000,36870267953
12980681,1628375444,29990603,30000000,41474747150
12980682,1628375497,5614720,30000000,46655842725
12980683,1628375505,9310468,30000000,43006858162
12980684,1628375521,15893296,30000000,40967784031
12980685,1628375535,20767041,30000000,41272753677
12980686,1628375542,4862363,30000000,43256267532
12980687,1628375546,29986278,30000000,39601964714
12980688,1628375635,29993443,30000000,44547681818
12980689,1628375666,1390119,30029295,50113707885
12980690,1628375667,29987325,30000000,44429461560
12980691,1628375676,2624629,30000000,49978451393
12980692,1628375681,16300786,30000000,44824269077
12980693,1628375691,1448509,29970705,45310158924
12980694,1628375700,29999700,29999972,40193858456
12980695,1628375738,29908341,30000000,45217999656
12980696,1628375746,10754821,30029295,50835710974
12980697,1628375770,19281849,30000000,49032877354
12980698,1628375799,13021328,30000000,50782472161
12980699,1628375806,7632539,30000000,49945123364
12980700,1628375815,29951703,29970705,46878717127
12980701,1628375868,10003065,29999972,52731126657
12980702,1628375877,20394859,29970677,50535347324
12980703,1628375885,16156197,29999944,52815676457
12980704,1628375896,14915293,30000000,53324567452
12980705,1628375917,5820923,30029295,53286926085
12980706,1628375927,29980555,30058619,49208364571
12980707,1628375930,893838,30029266,55327461296
12980708,1628375931,29991393,30000000,48823241889
12980709,1628375966,1517402,30000000,54922645278
12980710,1628375967,28295282,30029295,48751812384
12980711,1628375981,1593380,30000000,54142007586
12980712,1628375984,29988840,30000000,48093163239
12980713,1628376014,7884110,30029295,54100335979
12980714,1628376020,10100329,30000000,50888768240
12980715,1628376026,29990521,30000000,48810949724
12980716,1628376057,3493357,30000000,54908462781
12980717,1628376059,1255956,30000000,49643362124
12980718,1628376061,29983502,30000000,43957524180
12980719,1628376084,14205911,30000000,49446171275
12980720,1628376099,18384414,30029295,49118965770
12980721,1628376120,0,30000000,50496949131
12980722,1628376128,29994660,30000000,44184830490
12980723,1628376129,5217499,30029295,49705968076
12980724,1628376134,28066812,30000000,45651787468
12980725,1628376146,12647313,30000000,50622815170
12980726,1628376161,19958496,30000000,49630318178
12980727,1628376179,8481074,30029295,51681082629
12980728,1628376192,1926806,30000000,48869976530
12980729,1628376193,30010909,30029295,43545920831
12980730,1628376198,8021304,30000000,48982495845
12980731,1628376205,11855017,30029295,46133879614
12980732,1628376218,30027184,30058619,44920348004
12980733,1628376249,3846070,30029266,50523647566
12980734,1628376263,18818080,30000000,45825925844
12980735,1628376272,21110191,30000000,47283984601
12980736,1628376281,2868228,30000000,49691602743
12980737,1628376284,23473952,30000000,44667876120
12980738,1628376297,29026807,30000000,47822154771
12980739,1628376326,3272501,30029295,53412089231
12980740,1628376330,19998448,30000000,48190749779
12980741,1628376355,4069171,30000000,50198074419
12980742,1628376359,28498875,30000000,45625519689
12980743,1628376382,1144882,29970705,50757962914
12980744,1628376387,24945756,29999972,44897956565
12980745,1628376399,12117892,30000000,48619166283
12980746,1628376407,1785273,30029295,47451452216
12980747,1628376409,29982324,30000000,42225280331
12980748,1628376411,17836987,30000000,47497220588
12980749,1628376425,12696471,30000000,48620128899
12980750,1628376444,26571624,30000000,47686813259
12980751,1628376459,1936523,30000000,52285262198
12980752,1628376465,11304345,30000000,46593367864
12980753,1628376467,28233118,30000000,45158426090
12980754,1628376488,3473610,30029295,50138315932
12980755,1628376493,3205480,30058619,45320951934
12980756,1628376496,30020726,30029266,40864100444
12980757,1628376507,4461866,30000000,45969207671
12980758,1628376510,29991723,30000000,41932293752
12980759,1628376583,25620075,30029295,47170938191
12980760,1628376590,2749417,30000000,51335771275
12980761,1628376593,26784647,30029295,46094995218
12980762,1628376599,11548309,30000000,50611735552
12980763,1628376623,4145279,29970705,49155934952
12980764,1628376625,22472618,29999972,44711145107
12980765,1628376627,7494140,30000000,47495397152
12980766,1628376635,4439050,30029295,44524615472
12980767,1628376636,30054598,30058619,40604490096
12980768,1628376740,30073544,30087972,45678693760
12980769,1628376749,2808472,30058591,51383054436
12980770,1628376751,28088019,30029238,46160394180
12980771,1628376754,4518103,29999914,51184441887
12980772,1628376772,18923674,30029209,46713530346
12980773,1628376785,10002426,30000000,48233770740
12980774,1628376802,1113917,30029295,46225005419
12980775,1628376804,29986233,30000000,40875551320
12980776,1628376807,29986078,30000000,45980305787
12980777,1628376860,13722331,30000000,51722509528
12980778,1628376880,8473437,30000000,51171807470
12980779,1628376888,19134367,30000000,48388673927
12980780,1628376915,5111387,30000000,50055811732
12980781,1628376916,29947841,30000000,45930957144
12980782,1628376931,6731182,30000000,51652362513
12980783,1628376942,4564421,29970705,48093162639
12980784,1628376947,29991552,29999972,43912617453
12980785,1628376957,2782776,30000000,49398613429
12980786,1628376967,29974900,30029295,44369330717
12980787,1628376982,19320600,29999971,49895404797
12980788,1628377010,5683821,30000000,51691896880
12980789,1628377023,17940856,30000000,47678805512
12980790,1628377033,28114809,29970705,48847276355
12980791,1628377063,1056360,29999972,54196985645
12980792,1628377065,8663542,29970677,47899458950
12980793,1628377073,19612542,29999944,45373568243
12980794,1628377077,5141340,30000000,47117644495
12980795,1628377083,29993703,30000000,43246670853
12980796,1628377126,9397321,30000000,48650235340
12980797,1628377129,24701028,30029295,46378804908
12980798,1628377139,13132133,30058619,50118842674
12980799,1628377158,1238568,30029266,49328019012
12980800,1628377163,29983637,30000000,43670654658
12980801,1628377186,864100,30000000,49123531632
12980802,1628377192,29985000,30000000,43336820543
12980803,1628377204,1744074,30000000,48748506008
12980804,1628377209,29992600,30000000,43363451106
12980805,1628377223,30028544,30029295,48781208414
12980806,1628377242,10973016,30058619,54878554880
12980807,1628377257,20311908,30029266,53027143265
12980808,1628377272,704459,30058590,55365689937
12980809,1628377274,19202758,30029237,48769368983
12980810,1628377275,2168464,30000000,50469819712
12980811,1628377276,10797478,30000000,45073108808
12980812,1628377277,14218132,30000000,43494602714
12980813,1628377278,30013822,30029295,43211210731
12980814,1628377296,29979810,30000000,48607046141
12980815,1628377314,11383411,30000000,54674748773
12980816,1628377317,29958907,29970705,53026947982
12980817,1628377338,7515872,29999972,59650098393
12980818,1628377344,24748787,30029267,55929860451
12980819,1628377346,23993489,29999943,60462354475
12980820,1628377361,6395382,30000000,64993773846
12980821,1628377363,29996062,30000000,60333385544
12980822,1628377379,23736947,30000000,67873078796
12980823,1628377394,3021705,30029295,72814774564
12980824,1628377413,10037246,30000000,65544678837
12980825,1628377435,20415793,30029295,62833994529
12980826,1628377437,3730916,30058619,65659365466
12980827,1628377450,15735489,30087972,59489376920
12980828,1628377452,10062674,30058591,59831183627
12980829,1628377462,22657623,30029238,57359687018
12980830,1628377485,25637121,30058562,61009465921
12980831,1628377530,0,30087915,66392114074
12980832,1628377531,27824091,30058534,58093099815
12980833,1628377545,858451,30029181,64275129415
12980834,1628377547,8947631,30000000,56700100175
12980835,1628377554,8047354,30029295,53840350771
12980836,1628377555,22796825,30000000,50717387749
12980837,1628377567,18418057,29970705,54012676055
12980838,1628377608,29911327,29999972,55559266211
12980839,1628377636,14157674,30000000,62463132356
12980840,1628377684,20594285,30029295,62024679686
12980841,1628377699,1460906,29999971,64905826839
12980842,1628377700,29991038,30000000,57582776874
12980843,1628377729,5040861,30029295,64776323509
12980844,1628377736,8113225,30058619,59397698986
12980845,1628377742,12849581,30087972,55981045936
12980846,1628377743,19836084,30058591,54960330025
12980847,1628377751,1880536,30029238,57157561413
12980848,1628377753,29991574,30000000,50907717880
12980849,1628377766,5922404,30029295,57267608044
12980850,1628377773,22426077,30000000,52932749153
12980851,1628377794,5559381,30029295,56208438078
12980852,1628377798,25160003,30058619,51783877402
12980853,1628377815,8121904,30087972,56147073807
12980854,1628377825,3254496,30117353,52917754722
12980855,1628377827,28522203,30146763,47732615090
12980856,1628377832,11428299,30117324,53056134112
12980857,1628377851,9433642,30146734,51457278366
12980858,1628377855,8317291,30117295,49050675223
12980859,1628377862,30075545,30087885,46305839783
12980860,1628377888,21904524,30058504,52089322265
12980861,1628377921,10613390,30029151,55067915767
12980862,1628377941,7152859,29999827,53050175631
12980863,1628377945,24493962,30029122,49581092237
12980864,1628377951,10944564,30058446,53493952687
12980865,1628377968,7567677,30029094,51676621917
12980866,1628377976,30042430,30058418,48472819919
12980867,1628378000,12953284,30029066,54525476764
12980868,1628378024,10904146,30058390,53589795111
12980869,1628378038,11897954,30029038,51751202536
12980870,1628378044,29988719,30000000,50408452341
12980871,1628378107,4378638,29970705,56704770069
12980872,1628378111,29982025,29999972,51687776820
12980873,1628378115,6601773,30000000,58141018577
12980874,1628378131,5775084,30029295,54072006311
12980875,1628378141,3975727,30000000,49912720142
12980876,1628378142,29989879,30000000,45327291367
12980877,1628378175,21887258,30000000,50989379808
12980878,1628378176,29988156,30000000,53915854924
12980879,1628378221,3346688,30000000,60650015294
12980880,1628378224,6199063,30029295,54760235703
12980881,1628378231,26976406,30058619,50741297915
12980882,1628378239,558922,30087972,55783206429
12980883,1628378241,18661470,30117353,49069366467
12980884,1628378247,8420977,30146763,50536849556
12980885,1628378252,13426992,30117324,47748892262
12980886,1628378264,30076814,30087914,47102167847
12980887,1628378279,29674361,30058533,52985594607
12980888,1628378316,2541895,30029180,59439494839
12980889,1628378320,7455610,29999856,53267409138
12980890,1628378330,25191715,30000000,49918507451
12980891,1628378333,16321204,30029295,54158134127
12980892,1628378355,4037800,30000000,54747231303
12980893,1628378364,24699705,30000000,49745980479
12980894,1628378380,1031176,30000000,53766991608
12980895,1628378381,28367048,30000000,47508144585
12980896,1628378398,17025209,30029295,52800174993
12980897,1628378420,12782898,30058619,53683962216
12980898,1628378431,6025813,30029266,52680953335
12980899,1628378437,29391233,30000000,48738635806
12980900,1628378454,792183,30000000,54583711339
12980901,1628378460,21935242,30000000,48121083157
12980902,1628378481,30021562,30029295,50902177798
12980903,1628378515,5375419,30000000,57261673425
12980904,1628378521,7669792,30000000,52669009975
12980905,1628378523,26152211,30029295,49451719990
12980906,1628378532,7065592,30058619,54037006746
12980907,1628378539,4765405,30029266,50457871561
12980908,1628378545,29988794,30000000,46152453057
12980909,1628378566,1393222,30000000,51917199819
12980910,1628378568,29965074,29970705,46030318050
12980911,1628378594,7708001,29999972,51781946106
12980912,1628378600,13882369,30000000,48635333384
12980913,1628378616,6460600,29970705,48182363749
12980914,1628378619,29996205,29999972,44756162102
12980915,1628378647,8801172,30029267,50349277392
12980916,1628378651,9865726,29999943,47744790894
12980917,1628378661,29965373,29970648,45702008162
12980918,1628378669,6760822,29999915,51412748230
12980919,1628378677,15709121,30029210,47882766666
12980920,1628378685,10318836,30058534,48159624994
12980921,1628378692,30015077,30029181,46272868055
12980922,1628378706,1668879,30000000,52051543627
12980923,1628378712,27556158,30000000,46268998408
12980924,1628378717,0,30000000,51110338862
12980925,1628378719,3986795,30000000,44721546505
12980926,1628378724,29984534,30000000,40617150176
12980927,1628378741,12916319,30000000,45689059074
12980928,1628378745,12914488,30000000,44895713872
12980929,1628378750,10794777,30000000,44115459289
12980930,1628378754,29195727,30029295,42569498089
12980931,1628378761,2133410,29999971,47595269407
12980932,1628378766,20843127,30000000,42492030109
12980933,1628378780,5017969,30000000,44561082845
12980934,1628378785,29968211,29970705,40854331926
12980935,1628378799,25150394,29999972,45960273838
12980936,1628378821,7086462,29970677,49847906893
12980937,1628378837,4091855,29999944,46563509543
12980938,1628378838,16171183,30000000,42330833226
12980939,1628378842,29997022,30000000,42743976161
12980940,1628378859,1430785,30000000,48085912418
12980941,1628378860,29969037,29970705,42648511718
12980942,1628378888,26420466,29999972,47978982644
12980943,1628378900,4339936,30000000,52545178670
12980944,1628378904,3994413,30000000,47877387275
12980945,1628378906,29960021,29970705,43486397684
12980946,1628378918,21796019,29999972,48918322233
12980947,1628378933,6020283,30000000,51688745920
12980948,1628378944,25367698,30000000,47820826667
12980949,1628378952,666282,29970705,51952425741
12980950,1628378953,28656546,29999972,45747112539
12980951,1628378962,6115390,30000000,50953352291
12980952,1628378967,13879005,30029295,47180846764
12980953,1628378971,29609295,30000000,46734777743
12980954,1628378995,17608360,30000000,52424462366
12980955,1628379016,19130899,29970705,53563977954
12980956,1628379049,29997116,29999972,55416219964
12980957,1628379086,1699272,30000000,62341928552
12980958,1628379092,18619661,30000000,55431986597
12980959,1628379105,2062683,30029295,57104028263
12980960,1628379109,28036161,30058619,50946629772
12980961,1628379114,2799667,30087972,56457988222
12980962,1628379121,9825907,30117353,50714084829
12980963,1628379128,30068765,30087943,48511242669
12980964,1628379151,4992102,30058562,54567418161
12980965,1628379163,30014258,30029209,50012119212
12980966,1628379203,29898902,30000000,56257409497
12980967,1628379233,3204353,30000000,63242189754
12980968,1628379250,30020382,30029295,57025668539
12980969,1628379272,4062284,29999971,64149646131
12980970,1628379289,16562246,30000000,58302559879
12980971,1628379300,14391853,29970705,59061584387
12980972,1628379308,28586827,29999972,58769190595
12980973,1628379334,9334333,30000000,65423260541
12980974,1628379348,3732669,30000000,62334373806
12980975,1628379349,30016380,30029295,56481523620
12980976,1628379369,8616469,30000000,63535641648
12980977,1628379377,13156836,30000000,60155793831
12980978,1628379386,6279261,30029295,59231818885
12980979,1628379387,30052418,30058619,54924251736
12980980,1628379394,3604476,30029266,61786950983
12980981,1628379401,18861841,30000000,55917686553
12980982,1628379412,11944592,30000000,57717230007
12980983,1628379433,7017747,30000000,56247649288
12980984,1628379443,29984733,30000000,52506124561
12980985,1628379464,4734362,30000000,59062710039
12980986,1628379472,30015171,30029295,54010073368
12980987,1628379488,1545943,29999971,60754982204
12980988,1628379492,29998798,30000000,53943308040
12980989,1628379501,13477354,30029295,60685681212
12980990,1628379524,9351215,30058619,59909008999
12980991,1628379534,27795241,30087972,57079795556
12980992,1628379548,818271,30058591,63127386836
12980993,1628379551,7999647,30029238,55666085347
12980994,1628379553,22147522,30000000,52415120154
12980995,1628379577,25884018,30029295,55537105357
12980996,1628379589,212686,29999971,60562643106
12980997,1628379590,29984969,30000000,53099653045
12980998,1628379624,6255772,30000000,59730458501
12980999,1628379633,14398813,30029295,55377985604
12981000,1628379643,23108858,30000000,55094065790
12981001,1628379667,21499131,30029295,58816982091
12981002,1628379693,10661557,30000000,61992196427
12981003,1628379719,30021914,30029295,59750949672
12981004,1628379747,2098777,29999971,67216147282
12981005,1628379757,21725744,30029266,59989727581
12981006,1628379758,8874086,30000000,63341438880
12981007,1628379774,4315458,29970705,60107903820
12981008,1628379775,29935607,29941438,54758138243
12981009,1628379798,9800017,29970676,61600239529
12981010,1628379805,29999731,29999943,58935826691
12981011,1628379835,586402,30029238,66302701398
12981012,1628379838,23462899,30000000,58338548566
12981013,1628379847,565514,30029295,62452825602
12981014,1628379849,30057915,30058619,54940251519
12981015,1628379863,11761236,30029266,61807461728
12981016,1628379881,17599127,30000000,60133393084
12981017,1628379895,24355175,30029295,61435845797
12981018,1628379918,16645413,30000000,66213207844
12981019,1628379960,5701626,29970705,67121108451
12981020,1628379976,28931831,29999972,61923249405
12981021,1628379982,5104649,30000000,69112465386
12981022,1628379993,7068466,30000000,63413364524
12981023,1628379995,29996840,30000000,59221987385
12981024,1628380001,5263926,30000000,66623176295
12981025,1628380010,14273355,29970705,61217774841
12981026,1628380027,29992714,29999972,60854195861
12981027,1628380051,1154561,30000000,68457289675
12981028,1628380054,17425551,30029295,60558779440
12981029,1628380059,12806795,30000000,61774270916
12981030,1628380067,17185911,29970705,60645240584
12981031,1628380083,10556283,29999972,61758439576
12981032,1628380096,29988638,30000000,59471469415
12981033,1628380118,9492155,29970705,66899772134
12981034,1628380149,29980517,29999972,63834331733
12981035,1628380209,11152974,30029267,71803274048
12981036,1628380229,12488505,29999943,69494861320
12981037,1628380257,8817219,30000000,68040408664
12981038,1628380270,24368512,30000000,64534750782
12981039,1628380279,10298223,30000000,69573039007
12981040,1628380296,29983143,30000000,66847064719
12981041,1628380321,2370654,29970705,75193557467
12981042,1628380343,29982060,29999972,67281297390
12981043,1628380375,10238178,30000000,75681416699
12981044,1628380400,17227477,30000000,72678238074
12981045,1628380424,17042528,30000000,74027313938
12981046,1628380443,1004085,30029295,75287337783
12981047,1628380446,17540759,30000000,66505763416
12981048,1628380447,8820217,30000000,67913889390
12981049,1628380452,29997788,30000000,64416446898
12981050,1628380496,1669528,30000000,72467315350
12981051,1628380500,30010436,30029295,64417119366
12981052,1628380509,2451521,30000000,72459146011
12981053,1628380512,25320507,30000000,64882045411
12981054,1628380518,11858667,29970705,70462175442
12981055,1628380538,1945127,29941438,68624438940
12981056,1628380539,29962797,29970676,61160920130
12981057,1628380571,9232489,29999943,68802015493
12981058,1628380576,29988184,30000000,65495222551
12981059,1628380614,7504648,30029295,73675676273
12981060,1628380623,15289967,30058619,69069305448
12981061,1628380633,24559743,30029266,69219041765
12981062,1628380658,29980965,30000000,74719537246
12981063,1628380775,7180767,30000000,84047627015
12981064,1628380776,16992196,30000000,78571060526
12981065,1628380783,509390,30000000,79875468463
12981066,1628380785,29996423,30000000,70230099613
12981067,1628380800,9217182,30000000,79006768622
12981068,1628380812,14803509,30000000,75199420592
12981069,1628380823,4689749,29970705,75076287181
12981070,1628380827,29999786,29999972,68628693829
12981071,1628380830,5310701,30000000,77207174183
12981072,1628380839,22588729,30029295,70973145887
12981073,1628380858,535055,30000000,75448412827
12981074,1628380860,30015106,30029295,66353769979
12981075,1628380862,4051130,30058619,74640153652
12981076,1628380863,29168514,30029266,67825028558
12981077,1628380894,5937181,30000000,75817126858
12981078,1628380899,30025789,30029295,70091152710
12981079,1628380920,15727237,30000000,78850501550
12981080,1628380939,819607,30029295,79328359901
12981081,1628380942,29989139,30000000,69953603689
12981082,1628380966,0,30029295,78691472766
12981083,1628380967,29983291,29999971,68855038671
12981084,1628380982,5887379,30029266,77452348218
12981085,1628380984,21533255,30000000,71567029084
12981086,1628380999,7873936,30000000,75463409505
12981087,1628381007,11234143,29970705,70982100457
12981088,1628381014,1073978,29999972,68761025720
12981089,1628381019,29994929,30000000,60781296654
12981090,1628381040,21201372,30000000,68376390219
12981091,1628381048,29998104,30000000,71909952150
12981092,1628381108,29983209,30000000,80897559991
12981093,1628381159,1326835,30000000,90998435398
12981094,1628381163,18181811,29970705,80629796882
12981095,1628381171,832423,29999972,82779644946
12981096,1628381173,29988721,30000000,73006420534
12981097,1628381182,788564,30000000,82125361105
12981098,1628381184,29998667,30000000,72399366828
12981099,1628381224,29985909,30000000,81448483445
12981100,1628381264,7252510,30029295,91619979787
12981101,1628381283,15316195,30058619,85699370773
12981102,1628381293,42000,30029266,85903854140
12981103,1628381295,30042695,30058590,75195909420
12981104,1628381316,25007261,30029237,84585457187
12981105,1628381347,4211396,30058561,91622201950
12981106,1628381354,6143332,30029208,83378640445
12981107,1628381365,0,29999884,77220680848
12981108,1628381366,30014021,30029179,67568095742
12981109,1628381395,29984690,30000000,76005581588
12981110,1628381418,6641898,30029295,85496582241
12981111,1628381423,3664353,30058619,79537056324
12981112,1628381425,30008395,30029266,72018953317
12981113,1628381434,1338531,30000000,81008808792
12981114,1628381437,29959214,29970705,71786314376
12981115,1628381452,21285209,29999972,80752723414
12981116,1628381480,717371,30029267,84982301315
12981117,1628381481,9808879,30000000,74867050519
12981118,1628381489,29990543,30000000,71628351202
12981119,1628381493,1348024,30029295,80576250191
12981120,1628381494,18144477,30000000,71408491918
12981121,1628381509,15857815,29970705,73279678255
12981122,1628381526,29994523,29999972,73812980775
12981123,1628381596,12868711,30000000,83036251644
12981124,1628381614,7639472,30000000,81561466230
12981125,1628381616,325894,30029295,76558670765
12981126,1628381617,30041024,30058619,67196550856
12981127,1628381649,0,30029266,75586286791
12981128,1628381650,29995365,30000000,66138000943
12981129,1628381666,30021965,30029295,74402696480
12981130,1628381671,25013834,30058619,83698493828
12981131,1628381726,3045766,30087972,90648993881
12981132,1628381737,4515792,30058591,81611939379
12981133,1628381741,30025476,30029238,74475648476
12981134,1628381755,11005225,30058562,83782771997
12981135,1628381772,8437500,30087915,80978691031
12981136,1628381783,30113616,30117296,76533532087
12981137,1628381832,11680913,30146706,86097885710
12981138,1628381840,14238865,30176145,83675714683
12981139,1628381843,1303818,30146678,83087021156
12981140,1628381844,30155574,30176117,73599504135
12981141,1628381855,2724229,30205584,82786916674
12981142,1628381858,30175573,30176088,74305181446
12981143,1628381867,21816717,30146621,83593012094
12981144,1628381888,2610981,30117182,88267679626
12981145,1628381890,11493047,30146592,79147290710
12981146,1628381892,10712959,30176031,76797381570
12981147,1628381897,20770793,30205498,74013774474
12981148,1628381904,8941266,30176002,77485934826
12981149,1628381911,23339338,30146535,73540038452
12981150,1628381923,4111250,30117097,78581141843
12981151,1628381930,15437469,30087687,71440254348
12981152,1628381933,4634269,30058306,71673910913
12981153,1628381937,30015985,30028954,65477271042
12981154,1628381939,563241,29999630,73654860289
12981155,1628381943,29968415,29970335,64793718994
12981156,1628381951,29997710,29999601,72891896683
12981157,1628382014,4769731,30028896,82002235705
12981158,1628382019,28221894,30000000,75008224852
12981159,1628382026,6170444,30029295,83272814836
12981160,1628382037,3060818,30000000,77141454582
12981161,1628382043,23380124,30000000,69466405699
12981162,1628382048,29982508,30000000,74317548145
12981163,1628382094,7408220,30000000,83596408641
12981164,1628382099,14030829,30029295,78307695782
12981165,1628382108,15523908,30058619,77666317728
12981166,1628382123,8715618,30087972,77985807491
12981167,1628382132,11703952,30058591,73885141546
12981168,1628382134,16882571,30087944,71841687094
12981169,1628382143,9430749,30117325,72939203544
12981170,1628382149,21078453,30146735,69531733712
12981171,1628382153,11505916,30117296,72994331357
12981172,1628382165,13420395,30087886,70841670501
12981173,1628382174,13518362,30058505,69886013028
12981174,1628382184,7701419,30029152,69007808326
12981175,1628382191,29982417,30000000,64806349886
12981176,1628382219,13958724,30000000,72897647871
12981177,1628382228,3344632,30000000,72265093112
12981178,1628382231,29993996,30000000,65246124331
12981179,1628382240,3223986,30000000,73398625391
12981180,1628382241,7491508,30000000,66195765057
12981181,1628382250,29991433,30000000,62053845288
12981182,1628382256,20330286,30000000,69806145821
12981183,1628382280,3984823,30000000,72906868502
12981184,1628382287,6941091,29970705,66214517994
12981185,1628382291,19231240,29999972,61771455323
12981186,1628382297,13485762,30029267,63949546667
12981187,1628382302,14458999,30000000,63135585652
12981188,1628382317,28858156,29970705,62850948861
12981189,1628382343,3701895,29999972,70124042068
12981190,1628382349,11583361,30029267,63521804168
12981191,1628382358,25467187,29999943,61707236107
12981192,1628382391,6962318,30000000,67089771255
12981193,1628382396,4463522,30029295,62596052532
12981194,1628382398,29998184,30000000,57097598467
12981195,1628382441,12668902,30000000,64233934198
12981196,1628382458,24670556,30000000,62986137569
12981197,1628382485,292633,30000000,68062062323
12981198,1628382486,4639461,30000000,59720281245
12981199,1628382496,30014730,30029295,54564162054
12981200,1628382507,8848934,30058619,61378066500
12981201,1628382515,15178860,30029266,58223068924
12981202,1628382529,28493561,30000000,58302672933
12981203,1628382561,19203607,30000000,64858595213
12981204,1628382592,3823696,29970705,67130595586
12981205,1628382600,29996814,29999972,60880420290
12981206,1628382637,5037916,30029267,68488870655
12981207,1628382642,11708541,29999943,62800302708
12981208,1628382648,30009479,30029238,61077776042
12981209,1628382668,273041,29999914,68702450874
12981210,1628382671,29994256,30000000,60270966512
12981211,1628382724,21584461,30000000,67801952355
12981212,1628382731,4237874,30029295,71522279946
12981213,1628382738,7837989,29999971,65105384369
12981214,1628382741,24478246,30029266,61219676297
12981215,1628382750,3100593,30000000,66042965388
12981216,1628382759,9581757,30000000,59494031017
12981217,1628382760,7075705,30000000,56807755042
12981218,1628382772,29965327,29970705,53056409965
12981219,1628382806,7308518,29999972,59686081517
12981220,1628382814,26783308,30000000,55860464730
12981221,1628382815,5414287,30000000,61345640237
12981222,1628382823,20545753,30029295,56445292728
12981223,1628382842,30045608,30058619,59044462202
12981224,1628382909,2609277,30087972,66418631056
12981225,1628382925,22940186,30117353,59556284623
12981226,1628382933,799260,30087943,63452655167
12981227,1628382935,20346004,30058562,55942464415
12981228,1628382941,10801549,30029209,58416223698
12981229,1628382954,30047601,30058533,56367295507
12981230,1628382980,483843,30087886,63408082852
12981231,1628382984,22425969,30058505,55736988686
12981232,1628383001,30005056,30029152,59165891299
12981233,1628383019,9894846,30000000,66549758733
12981234,1628383029,12246619,29970705,63718535675
12981235,1628383035,2328993,29999972,62262880377
12981236,1628383037,29983552,30000000,55688436563
12981237,1628383041,19219287,29970705,62641858105
12981238,1628383046,29992937,29999972,64854198157
12981239,1628383054,29727264,30029267,72957170845
12981240,1628383088,6771573,30000000,81893386047
12981241,1628383090,11106533,30000000,76277938140
12981242,1628383115,28088850,30029295,73803057849
12981243,1628383117,120863,30000000,81836181774
12981244,1628383118,13008840,29970705,71689083773
12981245,1628383125,29992674,29999972,70507143450
12981246,1628383138,8791723,30029267,79316248367
12981247,1628383146,19122798,30058591,75207108012
12981248,1628383158,30079952,30087944,77767611700
12981249,1628383192,21166965,30058563,87483398978
12981250,1628383241,0,30029210,91949226869
12981251,1628383242,29998077,30000000,80455573511
12981252,1628383255,1933308,30000000,90511230899
12981253,1628383260,23226723,30029295,80655544427
12981254,1628383268,1470525,30058619,86169738838
12981255,1628383272,26307783,30029266,76452418533
12981256,1628383278,10023216,30000000,83640311756
12981257,1628383286,29988961,30000000,80171480379
12981258,1628383347,16309846,29970705,90185540318
12981259,1628383354,9146856,29999972,91181931719
12981260,1628383368,12577423,30000000,86734430068
12981261,1628383373,29992383,30000000,84983423107
12981262,1628383418,8593050,30000000,95600956672
12981263,1628383443,0,30000000,90496702095
12981264,1628383444,29957679,29970705,79184614334
12981265,1628383449,7852849,29999972,89074087894
12981266,1628383460,29065719,29970677,83768877032
12981267,1628383470,4118953,29999944,93607641634
12981268,1628383476,9195858,30029239,85119738064
12981269,1628383482,28105755,30000000,80996328305
12981270,1628383496,2628234,30000000,89842311927
12981271,1628383500,4276922,29970705,80579744760
12981272,1628383502,0,29999972,73382027982
12981273,1628383503,30024851,30029267,64209274485
12981274,1628383568,29998771,30000000,72233073731
12981275,1628383614,25675436,30000000,81261468160
12981276,1628383615,3808361,30000000,88490648181
12981277,1628383624,23888404,29970705,80237686604
12981278,1628383649,4221202,29999972,86196508060
12981279,1628383651,10980492,30000000,78454054651
12981280,1628383652,24557633,30029295,75826165482
12981281,1628383658,16521449,30058619,81850350030
12981282,1628383676,16973131,30087972,82866133434
12981283,1628383694,3529510,30058591,84194411615
12981284,1628383701,11628088,30029238,76141658378
12981285,1628383704,21206200,30000000,73994949840
12981286,1628383706,30023019,30029295,77821845320
12981287,1628383739,701929,30000000,87545510520
12981288,1628383741,18549751,30029295,77114411144
12981289,1628383758,29990340,29999971,79383923901
12981290,1628383800,248240,30000000,89300543822
12981291,1628383801,30012588,30029295,78322708903
12981292,1628383834,17583337,29999971,88102154326
12981293,1628383880,9324077,30029266,89998813527
12981294,1628383888,24287206,30000000,85735112174
12981295,1628383908,631040,30000000,92370442575
12981296,1628383909,11091968,29970705,81309882621
12981297,1628383911,6123324,29999972,78669215622
12981298,1628383913,28921573,30000000,72849876550
12981299,1628383915,2397273,29970705,81301417170
