Block number,Time,Gas used,Gas limit,Base fee per gas
12981300,1628383918,29982336,29999972,72764508410
12981301,1628383967,29935248,30029267,81849377994
12981302,1628383982,2299763,30000000,92016485117
12981303,1628383999,20252919,30000000,82277892043
12981304,1628384016,19871912,30029295,85879551229
12981305,1628384044,12538971,30058619,89352324668
12981306,1628384075,10474550,30029266,87501628393
12981307,1628384101,9299901,30058590,84194315991
12981308,1628384102,30020848,30029237,80182298055
12981309,1628384108,653337,29999913,90199486025
12981310,1628384116,16737028,30000000,79415640560
12981311,1628384117,28894630,30000000,80565200487
12981312,1628384148,17040137,30029295,89893730917
12981313,1628384170,3987356,30000000,91409574521
12981314,1628384181,707300,30029295,83020732002
12981315,1628384183,29989290,29999971,73132001177
12981316,1628384187,8477098,30029266,82266992569
12981317,1628384198,3782828,30058590,77789499320
12981318,1628384200,30018360,30029237,70513234557
12981319,1628384221,0,29999913,79321004249
12981320,1628384222,30022348,30029208,69405878718
12981321,1628384232,866705,30000000,78077649714
12981322,1628384235,26348994,30029295,68881862579
12981323,1628384242,8970381,30058619,75381606899
12981324,1628384249,29932034,30087972,71582931519
12981325,1628384272,6909378,30117353,80438049109
12981326,1628384283,0,30087943,74996720530
12981327,1628384284,0,30058562,65622130464
12981328,1628384288,30087480,30087915,57419364156
12981329,1628384291,18959305,30058534,64596577615
12981330,1628384295,12798385,30029181,66708016289
12981331,1628384308,20038511,30000000,65477224779
12981332,1628384332,3940609,30000000,68226455756
12981333,1628384333,30021336,30029295,61938597000
12981334,1628384376,11472991,30000000,69676818070
12981335,1628384383,19229934,30000000,67628895034
12981336,1628384391,6659317,30000000,70012776388
12981337,1628384398,30013577,30029295,65146489940
12981338,1628384431,15642588,29999971,73281276944
12981339,1628384460,9972117,30000000,73673700406
12981340,1628384467,30008737,30029295,70586844191
12981341,1628384487,21010095,30058619,79398119396
12981342,1628384513,4261771,30029266,83347595390
12981343,1628384520,17656796,30000000,75886330842
12981344,1628384533,17300021,30000000,77566451677
12981345,1628384560,3216909,30000000,79053155574
12981346,1628384564,30027064,30029295,71290734525
12981347,1628384607,4419172,30000000,80200752813
12981348,1628384618,29995946,30000000,73129166389
12981349,1628384638,6410295,29970705,82267841640
12981350,1628384657,18294656,29999972,76383333294
12981351,1628384671,5890539,30000000,78480484223
12981352,1628384674,29999556,30000000,72522859971
12981353,1628384683,6945312,30000000,81587949132
12981354,1628384692,13041608,30029295,76111570176
12981355,1628384696,29980828,30000000,74861365157
12981356,1628384732,2660430,29970705,84207075450
12981357,1628384748,29995216,29999972,75549907798
12981358,1628384777,5372530,30000000,84990651975
12981359,1628384785,23522203,29970705,78171944041
12981360,1628384788,27957771,29999972,83738565354
12981361,1628384831,5875212,30029267,92780793177
12981362,1628384839,6115011,30058591,85721323845
12981363,1628384847,1347701,30029238,79365867505
12981364,1628384851,29980789,30000000,70335611700
12981365,1628384861,10074758,30029295,79116303017
12981366,1628384863,11485595,30000000,75862598860
12981367,1628384875,30020491,30029295,73640833054
12981368,1628384888,1750518,30058619,82840540286
12981369,1628384893,30026009,30029266,73691564935
12981370,1628384897,29256045,30058590,82901012389
12981371,1628384927,5287395,30029237,92710288023
12981372,1628384943,5576602,30000000,85202490905
12981373,1628384949,25103724,30029295,78511682719
12981374,1628384950,29979231,30000000,85106163531
12981375,1628384965,5708365,30000000,95729704223
12981376,1628384969,19461953,30000000,88317325304
12981377,1628384989,6016235,30000000,91601223258
12981378,1628384993,12587019,29970705,84743524396
12981379,1628384996,29996321,29999972,83048175573
12981380,1628385022,11801832,30000000,93426670776
12981381,1628385045,18507015,30029295,90936719203
12981382,1628385065,2125161,30058619,93580674869
12981383,1628385067,8114336,30029266,83537141943
12981384,1628385069,30056840,30058590,78738231025
12981385,1628385082,3188849,30029237,88579363875
12981386,1628385086,29982497,30000000,79858536818
12981387,1628385102,23157161,30000000,89829205887
12981388,1628385137,8223044,30029295,95935466678
12981389,1628385147,29020805,29999971,90511133332
12981390,1628385169,2478385,30000000,101086479811
12981391,1628385174,6182144,30000000,90538429962
12981392,1628385177,23203036,29970705,83885472980
12981393,1628385182,27552942,29999972,89635624103
12981394,1628385207,3053084,30000000,99012233232
12981395,1628385209,18684781,30029295,89154809621
12981396,1628385224,2672995,30000000,91878900454
12981397,1628385225,29985734,30029295,82440636577
12981398,1628385234,20473917,30058619,92715819391
12981399,1628385251,19615686,30087972,96914293286
12981400,1628385280,9006754,30117353,100595690246
12981401,1628385288,29731789,30087943,95542147766
12981402,1628385311,9065959,30058562,107202181524
12981403,1628385331,6020717,30029209,101885217863
12981404,1628385332,17709424,30000000,94256444101
12981405,1628385343,29979531,30000000,96384616366
12981406,1628385389,0,30029295,108416252605
12981407,1628385390,0,30000000,94864221030
12981408,1628385391,29991836,30000000,83006193402
12981409,1628385397,10654759,30000000,93376320389
12981410,1628385407,29952770,29970705,89995131925
12981411,1628385410,18522499,29999972,101231060496
12981412,1628385428,11185989,29970677,104202627657
12981413,1628385439,29986925,29999944,100900215083
12981414,1628385467,1824351,30000000,113501795115
12981415,1628385468,30008938,30029295,101039630005
12981416,1628385508,21163085,30058619,113652460786
12981417,1628385548,594387,30029266,119450454695
12981418,1628385555,22264084,30058590,105110236211
12981419,1628385575,1375872,30029237,111434970510
12981420,1628385580,25476557,29999913,98782024076
12981421,1628385585,7158084,30000000,107406214808
12981422,1628385613,8106993,29970705,100387293855
12981423,1628385621,23045489,29999972,94627503844
12981424,1628385639,10112997,30029267,100971891982
12981425,1628385660,9285430,30058591,96851516041
12981426,1628385678,11935713,30087944,92224701933
12981427,1628385682,24817927,30058563,89842865376
12981428,1628385711,2415278,30029210,97157253908
12981429,1628385712,29990372,30000000,86966209818
12981430,1628385782,10264419,30000000,97830008456
12981431,1628385787,16976834,30000000,93969325713
12981432,1628385802,10534625,30000000,95517340363
12981433,1628385827,8797268,30029295,91963000832
12981434,1628385835,11143495,30058619,87202908653
12981435,1628385838,30076353,30087972,84384629689
12981436,1628385891,5675976,30058591,94924561747
12981437,1628385910,14553832,30029238,87540152607
12981438,1628385916,2843100,30058562,87204335193
12981439,1628385921,24630704,30087915,78365856721
12981440,1628385924,8865124,30058534,84608177489
12981441,1628385943,7145959,30029181,80270500002
12981442,1628385952,7689348,30000000,75012123444
12981443,1628385963,28270168,30000000,70442227359
12981444,1628385982,21426950,30000000,78232062286
12981445,1628386020,2286932,30000000,82422008558
12981446,1628386027,15490942,30029295,73690036896
12981447,1628386039,924670,29999971,73982236540
12981448,1628386045,29963662,29970676,65304533832
12981449,1628386047,805536,29999943,73463779776
12981450,1628386050,27790576,30000000,64773955919
12981451,1628386055,6441787,30000000,71678090969
12981452,1628386061,3891459,30000000,66566121220
12981453,1628386065,18046301,30000000,60404017164
12981454,1628386072,24857361,30000000,61937423979
12981455,1628386109,12020327,29970705,67025253542
12981456,1628386119,11934379,29999972,65367538459
12981457,1628386134,10709516,30000000,63697610372
12981458,1628386140,15069615,30000000,61420163888
12981459,1628386160,11117895,30000000,61455795260
12981460,1628386167,25081435,30029295,59467646510
12981461,1628386191,23879455,30000000,64451514847
12981462,1628386244,8066363,30029295,69220634228
12981463,1628386275,14187475,30000000,65216505583
12981464,1628386287,3701609,30000000,64774921907
12981465,1628386290,30013518,30029295,58676151952
12981466,1628386298,10391130,30058619,66002964512
12981467,1628386318,5271637,30029266,63456826464
12981468,1628386319,28650556,30058590,58309684287
12981469,1628386328,18965625,30087943,64915544945
12981470,1628386357,6987521,30058562,67030813467
12981471,1628386379,25956030,30029209,62547517539
12981472,1628386395,2000258,29999885,68244962461
12981473,1628386400,14794508,30029180,60851909320
12981474,1628386410,6195923,30000000,60740414352
12981475,1628386415,13204928,29970705,56284053644
12981476,1628386421,22465931,29999972,55448158366
12981477,1628386450,2987931,30000000,58897935758
12981478,1628386454,30025120,30029295,53002218523
12981479,1628386456,29999042,30000000,59625654042
12981480,1628386525,10188414,29970705,67078384785
12981481,1628386533,13375626,29999972,64394339952
12981482,1628386550,4481975,30000000,63522675889
12981483,1628386554,27202039,30000000,57954900114
12981484,1628386565,3010219,29970705,63847966375
12981485,1628386568,11219399,29999972,57470172505
12981486,1628386580,11438776,29970677,55659579257
12981487,1628386584,21792571,29941410,54012968511
12981488,1628386588,20958786,29912172,57089554027
12981489,1628386610,29931621,29941382,59953701320
12981490,1628386669,7463449,29970620,67443027703
12981491,1628386686,4326779,29999887,63211407872
12981492,1628386693,29987363,30000000,57589172151
12981493,1628386722,5051246,30000000,64781754050
12981494,1628386736,15153772,30000000,59410939594
12981495,1628386747,11866620,30029295,59487070752
12981496,1628386762,512128,30000000,57928035558
12981497,1628386763,29992113,30000000,50934252522
12981498,1628386791,29400952,30000000,57297686433
12981499,1628386799,22559452,30029295,64173863366
12981500,1628386854,5982999,30058619,68204754711
12981501,1628386869,25030525,30029266,63073103661
12981502,1628386904,9701105,30000000,68332417977
12981503,1628386922,3939344,29970705,65315032078
12981504,1628386924,29979305,29999972,59296902117
12981505,1628386945,13031948,29970677,66698802463
12981506,1628386975,11837115,29999944,65612000369
12981507,1628386986,2594703,30000000,63882652353
12981508,1628386989,30018123,30029295,57278625057
12981509,1628387004,5045540,29999971,64433126228
12981510,1628387009,13180678,30000000,59088154123
12981511,1628387034,5796980,30029295,58192317634
12981512,1628387042,16592661,30000000,53726699779
12981513,1628387043,21265403,30000000,54439769940
12981514,1628387069,16383303,30000000,57282162422
12981515,1628387097,1221246,30000000,57942483981
12981516,1628387098,29971177,30029295,51289357040
12981517,1628387115,3765787,30000000,57675711038
12981518,1628387129,14262058,30000000,52276200849
12981519,1628387137,13135536,30029295,51954727481
12981520,1628387153,0,30000000,51141948634
12981521,1628387155,29995124,30000000,44749205055
12981522,1628387164,9593690,30000000,50341037377
12981523,1628387176,1482966,30000000,48073043596
12981524,1628387177,30010403,30029295,42658002223
12981525,1628387182,14209864,29999971,47983543615
12981526,1628387201,30014583,30029266,47667603254
12981527,1628387232,2963694,30000000,53620226816
12981528,1628387234,6198009,30029295,48241981335
12981529,1628387236,7091062,30000000,44701004932
12981530,1628387238,27468696,30000000,41754859295
12981531,1628387252,10751002,30000000,46093431353
12981532,1628387281,30013802,30029295,44461340540
12981533,1628387320,15407347,30000000,50013273747
12981534,1628387363,21844972,30029295,50183046722
12981535,1628387405,9274568,30000000,53036647930
12981536,1628387432,22744298,30000000,50506166920
12981537,1628387452,5557007,30029295,53765623648
12981538,1628387462,5824565,30000000,49532291416
12981539,1628387463,22705124,29970705,45744955414
12981540,1628387467,13283119,29999972,48690670552
12981541,1628387482,29960112,29970677,47994041523
12981542,1628387550,3423560,29999944,53989067504
12981543,1628387563,30028400,30029239,48780727041
12981544,1628387569,691081,30058563,54877977600
12981545,1628387572,7614743,30029210,48333657396
12981546,1628387577,6277365,30000000,45356036651
12981547,1628387580,30012525,30029295,42059168712
12981548,1628387611,9057372,30000000,47310693116
12981549,1628387618,19077143,30029295,44967777703
12981550,1628387625,6500978,30000000,46488637775
12981551,1628387643,20185541,30029295,43196071482
12981552,1628387655,26513201,30000000,45055608263
12981553,1628387688,1942537,30000000,49378393880
12981554,1628387690,29983873,30000000,44005422621
12981555,1628387773,29905204,30000000,49500186486
12981556,1628387782,7002403,30000000,55648606299
12981557,1628387798,7278208,30000000,51939813576
12981558,1628387806,13132027,30000000,48597576602
12981559,1628387821,8759264,30000000,47841085261
12981560,1628387826,29957863,29970705,45353055403
12981561,1628387865,10106331,29941438,51017329429
12981562,1628387884,17230664,29912200,48945217153
12981563,1628387914,913732,29941410,49875682221
12981564,1628387920,29949763,29970648,44021740153
12981565,1628387922,6917908,29999915,49516788551
12981566,1628387932,18503813,30029210,46181803063
12981567,1628387943,15034255,30058534,47523312852
12981568,1628387958,2719109,30029181,47525284390
12981569,1628387965,29994048,30000000,42660464312
12981570,1628388021,28149076,30029295,47990906391
12981571,1628388032,12357155,30000000,53238558505
12981572,1628388056,10574750,30000000,52066048021
